,tconst,primary_title,original_title,start_year,runtime_minutes,genres,actor,actress,composer,director,editor,producer,writer,movrating,r males,r females,r imdb users,r aged 18 29,r aged 30 44,r males aged 18 29,r males aged 30 44,r females aged 18 29,r top 1000 voters,r us users,r non us users,budget,global_gross,budget_inmil,gross_inmil,profit_ratio
469,tt5734576,The Possession of Hannah Grace,The Possession of Hannah Grace,2018,86.0,"Horror,Mystery,Thriller","nm3012064, nm2326897","nm3762213, nm6194955",nm0002227,nm1082611,,"nm0307776, nm1121160",nm0797321,R,5.2,5.3,5.2,4.9,5.2,4.9,5.1,5.1,4.7,5.2,5.1,5500000,34742348,5.5,34.742348,6.316790545454546
470,tt5758778,Skyscraper,Skyscraper,2018,102.0,"Action,Adventure,Thriller","nm0425005, nm1977856, nm3435612",nm0000117,nm0413011,nm1098493,nm1026592,"nm0004927, nm1205652",,PG-13,5.8,6.1,5.8,5.9,5.7,5.8,5.7,6.1,5.5,5.9,5.7,125000000,304868961,125.0,304.868961,2.438951688
471,tt5776858,Phantom Thread,Phantom Thread,2017,130.0,"Drama,Romance",nm0000358,"nm3043279, nm0544334, nm4914253",nm0339351,nm0000759,nm0862664,"nm2691892, nm0526917, nm0783280",,R,7.5,7.2,7.5,7.8,7.3,7.8,7.4,7.4,7.1,7.7,7.4,35000000,44523275,35.0,44.523275,1.2720935714285713
472,tt5814060,The Nun,The Nun,2018,96.0,"Horror,Mystery,Thriller","nm0065007, nm2997552","nm3920288, nm0007491",nm0466851,nm2379028,,nm0755911,"nm2477891, nm1490123",R,5.3,5.4,5.3,5.3,5.3,5.3,5.3,5.4,5.1,5.4,5.2,22000000,365550119,22.0,365.550119,16.6159145
473,tt5834262,Hotel Artemis,Hotel Artemis,2018,94.0,"Action,Drama,Sci-Fi","nm1176985, nm1250791","nm0000149, nm1154749",nm0553498,nm1510800,,"nm4051169, nm0180508, nm0686887, nm2132113",,R,6.0,6.2,6.1,6.1,6.0,6.1,6.0,6.2,5.5,6.2,6.0,15000000,11162584,15.0,11.162584,0.7441722666666667
474,tt5848272,Ralph Breaks the Internet,Ralph Breaks the Internet,2018,112.0,"Adventure,Animation,Comedy",nm0000604,"nm0798971, nm2933757, nm0378245",,"nm1601882, nm0601781",,,"nm8566357, nm0962596, nm0714114, nm2888684",PG,7.0,7.2,7.1,7.1,7.0,7.1,7.0,7.2,6.8,7.1,7.0,175000000,529323962,175.0,529.323962,3.0247083542857145
475,tt5858514,The Children of Genghis,Chingisiin huuhduud,2017,101.0,"Adventure,Family","nm8433824, nm8433825, nm8433826",nm2177398,nm8278958,nm5139001,,"nm5188027, nm8625068","nm8279381, nm8764789",G,7.6,9.3,8.1,8.7,7.8,8.4,7.4,9.2,3.7,8.9,7.2,1200000,26538462,1.2,26.538462,22.115385
476,tt5884052,Pokémon Detective Pikachu,Pokémon Detective Pikachu,2019,104.0,"Action,Adventure,Comedy","nm0005351, nm6819854, nm0631490",nm1105980,,nm1224299,,,"nm0846969, nm2021624, nm1658012, nm2081046, nm2270979",PG,6.5,6.9,6.6,6.7,6.5,6.6,6.4,7.0,6.0,6.6,6.5,150000000,433005346,150.0,433.005346,2.8867023066666664
477,tt5886046,Escape Room,Escape Room,2019,99.0,"Action,Adventure,Horror","nm2383250, nm1337350, nm0479527",nm5347988,nm4980516,nm0733263,,"nm1506459, nm0605775","nm0776885, nm3481322",PG-13,6.3,6.6,6.3,6.4,6.3,6.3,6.2,6.7,6.0,6.3,6.3,9000000,155712077,9.0,155.712077,17.30134188888889
478,tt5956100,Tiger Zinda Hai,Tiger Zinda Hai,2017,161.0,"Action,Adventure,Thriller",nm0006795,"nm1229940, nm3881720, nm5947725",nm2378882,nm1804614,,,"nm1305877, nm0159147",Not Rated,5.8,6.6,5.9,6.0,5.7,5.9,5.6,6.7,4.7,6.1,5.7,20000000,87320000,20.0,87.32,4.366
479,tt5968394,Captive State,Captive State,2019,109.0,"Sci-Fi,Thriller","nm0000422, nm5480894, nm3718007",nm0267812,nm1387379,nm1012501,nm1430655,nm0188396,nm0066464,PG-13,5.9,6.1,6.0,5.9,6.0,5.9,6.0,6.4,5.4,5.9,6.0,25000000,8618492,25.0,8.618492,0.34473968
480,tt5973626,Batman: Return of the Caped Crusaders,Batman: Return of the Caped Crusaders,2016,78.0,"Action,Adventure,Animation","nm0001842, nm0911431, nm0074797",nm0628325,,nm3262328,,,"nm0004170, nm2398585, nm1131680, nm0236546, nm0783913",PG,6.8,6.9,6.8,6.9,6.7,6.9,6.7,6.7,6.5,7.0,6.6,3500000,56711,3.5,0.056711,0.016203142857142857
481,tt6044910,Operation Mekong,Mei Gong he xing dong,2016,124.0,"Action,Adventure,Crime","nm1833620, nm2108643, nm0155158, nm0161158",,,nm0482592,,nm0399003,"nm4590863, nm8458425, nm8458426, nm2706978",Not Rated,6.5,6.9,6.6,6.8,6.5,6.8,6.5,7.1,6.2,6.6,6.6,30200000,173128787,30.2,173.128787,5.732741291390728
482,tt6063050,Acrimony,Acrimony,2018,120.0,"Drama,Romance,Thriller",nm0072713,"nm0378245, nm2981170, nm4564885",nm0501999,nm1347153,,"nm1129570, nm3884187, nm1725195",,R,5.5,6.2,5.8,5.9,5.7,5.5,5.4,6.3,4.5,5.6,5.7,20000000,46239934,20.0,46.239934,2.3119967
483,tt6107548,Late Night,Late Night,2019,102.0,"Comedy,Drama","nm0001475, nm0199215","nm0000668, nm1411676",nm0053427,nm0304091,,"nm2249752, nm1878845, nm2232433",,R,6.4,6.8,6.5,6.6,6.4,6.5,6.3,6.8,5.8,6.6,6.4,4000000,19913946,4.0,19.913946,4.9784865
484,tt6108178,Disobedience,Disobedience,2017,114.0,"Drama,Romance","nm0005273, nm0504320","nm0001838, nm1046097",nm0378593,nm0133326,,"nm0347384, nm0868872","nm0501947, nm4373281",R,6.5,6.7,6.6,6.7,6.5,6.7,6.4,6.8,5.7,6.6,6.6,6000000,5917917,6.0,5.917917,0.9863195
485,tt6133466,The First Purge,The First Purge,2018,98.0,"Action,Horror,Sci-Fi","nm5002057, nm4725341, nm0004996",nm6280112,,nm2618764,,"nm0298181, nm0000881, nm0089658, nm0286320",nm0218621,R,5.1,5.5,5.2,5.3,5.1,5.2,5.1,5.6,4.6,5.1,5.1,13000000,137056262,13.0,137.056262,10.542789384615386
486,tt6139732,Aladdin,Aladdin,2019,128.0,"Adventure,Comedy,Family","nm0000226, nm4565815, nm3092471",nm4305463,nm0579678,nm0005363,,"nm3043818, nm1469853",nm0041864,PG,6.8,7.4,7.0,7.1,6.9,6.9,6.8,7.4,6.1,6.9,6.9,183000000,1050693953,183.0,1050.693953,5.741497010928962
487,tt6146586,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,2019,131.0,"Action,Crime,Thriller","nm0000206, nm0574534, nm0000401",nm0000932,,nm0821432,,nm0412588,"nm4401003, nm8748334, nm2384772, nm0009207",R,7.4,7.4,7.5,7.6,7.3,7.7,7.3,7.5,7.2,7.6,7.2,75000000,326709727,75.0,326.709727,4.356129693333333
488,tt6182908,Smallfoot,Smallfoot,2018,96.0,"Adventure,Animation,Comedy","nm1475594, nm0179479, nm0996669",nm3918035,,"nm0456732, nm1134222",,,"nm0655053, nm0784771, nm0720135, nm0275629",PG,6.6,6.9,6.6,6.7,6.6,6.6,6.5,7.0,6.3,6.5,6.6,80000000,214140103,80.0,214.140103,2.6767512875
489,tt6266538,Vice,Vice,2018,132.0,"Biography,Comedy,Drama","nm0000288, nm0136797, nm0005377",nm0010736,,nm0570912,,"nm0000093, nm0002071, nm0306890, nm1250070, nm0582111",,R,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,6.6,7.0,7.2,60000000,76073488,60.0,76.073488,1.2678914666666665
490,tt6294822,The Post,The Post,2017,116.0,"Biography,Drama,History","nm0000158, nm0644022","nm0000658, nm0005299",nm0002354,nm0000229,,"nm1069736, nm1166871","nm2176283, nm1802857",PG-13,7.1,7.2,7.2,7.2,7.1,7.2,7.1,7.2,6.7,7.2,7.1,50000000,179769457,50.0,179.769457,3.59538914
491,tt6306064,Adrift,Adrift,2018,96.0,"Action,Adventure,Biography","nm3510471, nm0859005","nm0940362, nm0370411",,nm0466349,,,"nm10008219, nm3764118, nm3764493, nm2434358, nm9333207",PG-13,6.5,6.9,6.6,6.7,6.5,6.6,6.4,7.0,5.8,6.6,6.5,35000000,52045012,35.0,52.045012,1.4870003428571428
492,tt6322922,An Inconvenient Sequel: Truth to Power,An Inconvenient Sequel: Truth to Power,2017,98.0,Documentary,,,nm0063618,"nm1010896, nm0791556",,"nm0074009, nm1568142, nm2460527",,PG,6.4,6.9,6.4,6.8,6.6,6.7,6.6,7.0,5.4,5.7,6.8,1000000,5398976,1.0,5.398976,5.398976
493,tt6343314,Creed II,Creed II,2018,130.0,"Drama,Sport","nm0430107, nm0000230","nm1935086, nm0711118",,nm4023702,,nm0153587,"nm3541432, nm0672011, nm1854539, nm3363032",PG-13,7.1,7.3,7.1,7.3,7.0,7.3,7.0,7.5,6.5,7.3,7.0,50000000,214115889,50.0,214.115889,4.2823177800000005
494,tt6359956,A Bad Moms Christmas,A Bad Moms Christmas,2017,104.0,"Adventure,Comedy",nm0379596,"nm0005109, nm0068338, nm1063517",nm0501999,"nm0524190, nm0601859",nm1162777,nm0865297,,R,5.3,6.0,5.6,5.7,5.4,5.5,5.2,6.0,4.8,5.7,5.4,28000000,130560428,28.0,130.560428,4.662872428571428
495,tt6421110,Proud Mary,Proud Mary,2018,89.0,"Action,Crime,Drama","nm0113117, nm8091769, nm0568180",nm0378245,,nm0619836,,"nm0514626, nm1692073","nm1433517, nm1582836, nm0031078",R,4.8,5.4,4.9,4.9,4.8,4.7,4.7,5.4,4.5,5.1,4.8,14000000,18454068,14.0,18.454068,1.3181477142857143
496,tt6423362,The Sun Is Also a Star,The Sun Is Also a Star,2019,100.0,"Drama,Romance","nm6217576, nm0000491","nm2780578, nm4992338",nm7480940,nm1735543,,"nm0465813, nm1573975","nm2002824, nm7567554",PG-13,5.6,6.0,5.8,5.8,5.7,5.5,5.6,6.0,5.2,5.9,5.7,9000000,6550029,9.0,6.550029,0.727781
497,tt6428676,Wonder Park,Wonder Park,2019,85.0,"Adventure,Animation,Comedy","nm0132637, nm0860380","nm6029853, nm0004950",nm1888527,nm0113477,,nm0356280,"nm0032227, nm0625858, nm0330565",PG,5.7,6.2,5.8,5.9,5.8,5.7,5.7,6.2,5.1,5.7,5.8,100000000,119045065,100.0,119.045065,1.1904506499999998
498,tt6466464,The Monkey King 3,Xi you ji zhi nü er guo,2018,114.0,"Action,Adventure,Fantasy","nm2682046, nm0477209, nm2748640",nm5833290,nm9594523,nm1110912,,nm7160192,"nm7814595, nm1063158",Not Rated,5.4,5.3,5.5,5.3,5.4,5.3,5.4,5.3,5.3,5.6,5.3,73000000,114902870,73.0,114.90287,1.574011917808219
499,tt6472976,Five Feet Apart,Five Feet Apart,2019,116.0,"Drama,Romance","nm0819850, nm2030779","nm4726634, nm2554997","nm6630425, nm0003911",nm1682573,,nm0776072,"nm5657522, nm3037068",PG-13,7.0,7.5,7.2,7.3,7.0,7.1,6.8,7.5,5.6,7.0,7.0,7000000,80095140,7.0,80.09514,11.442162857142858
500,tt6476140,Serenity,Serenity,2019,106.0,"Drama,Mystery,Sci-Fi","nm0000190, nm0164809","nm0004266, nm0000178",nm1818744,nm1140275,nm1317996,"nm0373456, nm0788513",,R,5.3,5.6,5.3,5.2,5.4,5.1,5.3,5.5,4.7,5.2,5.3,25000000,8547045,25.0,8.547045,0.3418818
501,tt6499752,Upgrade,Upgrade,2018,100.0,"Action,Sci-Fi,Thriller","nm1334869, nm2114889","nm2177933, nm1980534",nm2396007,nm1191481,,"nm0089658, nm0238879, nm2271939",,R,7.5,7.4,7.5,7.7,7.5,7.7,7.5,7.5,7.1,7.6,7.5,5000000,16553285,5.0,16.553285,3.310657
502,tt6513120,Fighting with My Family,Fighting with My Family,2019,108.0,"Biography,Comedy,Drama","nm0425005, nm0000681","nm0372176, nm6073955",nm2320164,nm0580351,,"nm1696098, nm0525405, nm0592746",,PG-13,7.0,7.1,7.1,7.1,7.0,7.1,7.0,7.2,6.6,7.2,7.0,11000000,39058583,11.0,39.058583,3.550780272727273
503,tt6556890,Batman and Harley Quinn,Batman and Harley Quinn,2017,74.0,"Action,Adventure,Animation","nm0175834, nm0504489","nm1851981, nm0108295",,nm0515005,,,"nm1439564, nm0863622, nm0471172, nm0004170, nm0277730",PG-13,5.9,6.4,5.9,5.8,5.9,5.8,5.9,6.4,5.9,6.0,5.8,3500000,39091,3.5,0.039091,0.011168857142857144
504,tt6565702,Dark Phoenix,Dark Phoenix,2019,113.0,"Action,Adventure,Sci-Fi","nm0564215, nm1055413, nm0396558",nm2225369,,nm1334526,,,"nm0498278, nm0126208, nm1079208, nm1079211, nm0456158",PG-13,5.7,6.0,5.8,5.7,5.7,5.6,5.7,5.9,5.4,5.7,5.7,200000000,252442974,200.0,252.442974,1.26221487
505,tt6613470,PSV Garuda Vega,PSV Garuda Vega,2017,150.0,"Action,Drama","nm0707362, nm7802204","nm1136881, nm3642275","nm6044359, nm5114767",nm4149056,,"nm8088468, nm9724768",nm6770467,Not Rated,7.9,6.4,7.9,7.9,7.8,7.9,7.8,6.2,4.7,7.7,7.7,5000000,10000000,5.0,10.0,2.0
506,tt6628394,Bad Times at the El Royale,Bad Times at the El Royale,2018,141.0,"Crime,Drama,Mystery","nm0000313, nm0358316","nm7248827, nm0424848",nm0315974,nm1206844,nm0489809,nm1436246,,R,7.1,7.1,7.1,7.2,7.0,7.2,7.0,7.2,6.7,7.1,7.0,32000000,31882724,32.0,31.882724,0.996335125
507,tt6644200,A Quiet Place,A Quiet Place,2018,90.0,"Drama,Horror,Sci-Fi","nm1024677, nm7415871","nm1289434, nm8075925",nm0001937,,,"nm0000881, nm0286320, nm0298181","nm1456816, nm1399714",PG-13,7.5,7.6,7.5,7.6,7.4,7.6,7.4,7.7,7.1,7.7,7.4,17000000,340939361,17.0,340.939361,20.055256529411764
508,tt6663582,The Spy Who Dumped Me,The Spy Who Dumped Me,2018,117.0,"Action,Adventure,Comedy",nm0857620,"nm7529030, nm1315976, nm0005109",nm0061045,nm2573005,,"nm0004976, nm0400385",nm1503347,R,5.9,6.4,6.0,6.2,5.9,6.0,5.8,6.6,5.5,6.1,5.9,40000000,42898313,40.0,42.898313,1.072457825
509,tt6722030,The Intruder,The Intruder,2019,102.0,"Drama,Horror,Mystery","nm0000598, nm0797746","nm0328709, nm7596733",nm0952944,nm1938064,,"nm1939331, nm0438205, nm2239498",nm0521739,PG-13,5.5,5.8,5.6,5.4,5.5,5.3,5.5,5.6,4.8,5.5,5.5,8000000,36428279,8.0,36.428279,4.553534875
510,tt6772950,Truth or Dare,Truth or Dare,2018,100.0,"Horror,Thriller","nm0692677, nm4861659","nm1423955, nm6556997",nm1853865,nm0905592,,nm0089658,"nm0718555, nm3273842, nm1496753",PG-13,5.1,5.6,5.2,5.2,5.1,5.0,5.1,5.6,4.8,5.0,5.1,3500000,95330493,3.5,95.330493,27.237283714285716
511,tt6781982,Night School,Night School,2018,111.0,Comedy,"nm0366389, nm1443527, nm0539082",nm1840504,,nm0002700,,,"nm0357453, nm5183398, nm1830312, nm4002545, nm0831557",PG-13,5.5,5.8,5.6,5.7,5.5,5.7,5.4,5.8,4.9,5.6,5.5,29000000,103105878,29.0,103.105878,3.555375103448276
512,tt6791096,I Feel Pretty,I Feel Pretty,2018,110.0,"Comedy,Romance",nm2584392,"nm2154960, nm0931329, nm1589279",,"nm0463359, nm0799050",,"nm4565370, nm1291566, nm0629334, nm1913014",,PG-13,5.1,6.2,5.5,5.6,5.5,4.8,5.2,6.1,4.7,5.3,5.5,32000000,94539426,32.0,94.539426,2.9543570625
513,tt6802308,The 15:17 to Paris,The 15:17 to Paris,2018,94.0,"Biography,Drama,Thriller","nm7556035, nm7582805, nm7052140, nm2040230",,,nm0000142,,"nm3709982, nm1664289, nm0601954","nm2980113, nm9087870",PG-13,5.2,5.5,5.2,5.0,5.2,4.9,5.2,5.4,5.0,5.2,5.2,30000000,56150957,30.0,56.150957,1.8716985666666666
514,tt6811018,The Kid Who Would Be King,The Kid Who Would Be King,2019,120.0,"Action,Adventure,Family","nm6162831, nm9299964, nm6999211",nm1740112,nm5572705,nm0180428,,"nm0079677, nm0271479, nm0661912",,PG,6.0,6.4,6.0,6.1,5.9,6.0,5.9,6.3,5.2,6.3,5.9,59000000,32140970,59.0,32.14097,0.5447622033898306
515,tt6820256,Arctic,Arctic,2018,98.0,"Adventure,Drama","nm0586568, nm10443784",nm5386550,nm2468967,nm1020835,,"nm2129859, nm4043287, nm2591283",nm5204253,PG-13,6.8,6.9,6.8,6.9,6.8,6.9,6.8,6.9,6.5,6.9,6.8,2000000,4144008,2.0,4.144008,2.072004
516,tt6823368,Glass,Glass,2019,129.0,"Drama,Sci-Fi,Thriller","nm0564215, nm0000246, nm0000168",nm5896355,nm3602603,nm0796117,,"nm0081514, nm0089658, nm2248864",,PG-13,6.6,6.8,6.7,6.7,6.6,6.7,6.6,6.8,6.3,6.7,6.6,20000000,246999039,20.0,246.999039,12.349951950000001
517,tt6857112,Us,Us,2019,116.0,"Horror,Mystery,Thriller","nm6328300, nm1727367","nm2143282, nm0005253",nm8752173,nm1443502,,"nm0089658, nm9827373, nm0572014",,R,6.8,6.9,6.9,7.1,6.7,7.1,6.7,7.1,6.4,7.0,6.7,20000000,256169079,20.0,256.169079,12.80845395
518,tt6857166,Book Club,Book Club,2018,104.0,"Comedy,Drama,Romance",,"nm0000473, nm0000404, nm0000298, nm0005460",nm0621829,nm2250139,,"nm5653115, nm3644845",nm0799958,PG-13,5.8,6.5,6.1,6.2,6.1,5.8,5.7,6.4,5.2,6.1,6.0,10000000,104438188,10.0,104.438188,10.443818799999999
519,tt6911608,Mamma Mia! Here We Go Again,Mamma Mia! Here We Go Again,2018,114.0,"Comedy,Musical,Romance",,"nm4141252, nm1086543, nm0000658, nm0000333",,nm0662530,,nm0324556,"nm0193485, nm0424735, nm0187050, nm1755868",PG-13,6.4,7.0,6.7,6.8,6.4,6.5,6.2,7.2,5.5,6.6,6.5,70000000,395044706,70.0,395.044706,5.6434958
520,tt6966692,Green Book,Green Book,2018,130.0,"Biography,Comedy,Drama","nm0001557, nm0991810, nm1724319",nm0004802,nm3929283,nm0268380,,"nm0121724, nm0921853","nm0885014, nm0192942",PG-13,8.2,8.4,8.2,8.3,8.1,8.3,8.1,8.4,7.6,8.1,8.2,23000000,322720649,23.0,322.720649,14.03133256521739
521,tt7008872,Boy Erased,Boy Erased,2018,115.0,"Biography,Drama","nm2348627, nm0249291, nm0000128",nm0000173,"nm3737483, nm2450367",,,"nm0326512, nm1097895",nm9060471,R,6.9,7.0,6.9,7.0,6.8,7.0,6.8,7.0,5.9,7.0,6.8,11000000,7928149,11.0,7.928149,0.7207408181818182
522,tt7040874,A Simple Favor,A Simple Favor,2018,117.0,"Comedy,Crime,Drama","nm6525901, nm0710330","nm0447695, nm0515116",nm0788640,nm0082450,,nm2295810,"nm9079127, nm0789366",R,6.7,7.0,6.8,6.9,6.7,6.8,6.6,7.0,6.5,6.9,6.7,20000000,97644617,20.0,97.644617,4.88223085
523,tt7054636,A Madea Family Funeral,A Madea Family Funeral,2019,109.0,Comedy,"nm1347153, nm0005512","nm0204322, nm4776479",nm2149175,,nm2263647,"nm1129570, nm3884187, nm1725195",,PG-13,4.0,5.4,4.4,4.6,4.1,4.2,3.6,5.3,3.5,4.6,3.4,20000000,74747287,20.0,74.747287,3.73736435
524,tt7083526,Breakthrough,Breakthrough,2019,116.0,"Biography,Drama","nm0333410, nm0524197, nm0371660",nm1978680,nm0953616,nm0206259,,nm2035952,"nm1455356, nm10630088",PG,5.8,7.0,6.2,6.1,6.0,5.7,5.8,7.2,4.7,6.2,5.8,14000000,50444358,14.0,50.444358,3.6031684285714287
525,tt7131622,Once Upon a Time ... in Hollywood,Once Upon a Time ... in Hollywood,2019,159.0,"Comedy,Drama","nm0000138, nm0000093, nm0648249",nm3053338,,nm0000233,nm0711235,"nm0382268, nm0570690",,R,7.6,7.4,7.7,7.8,7.5,7.9,7.5,7.5,7.5,7.8,7.5,90000000,374341301,90.0,374.341301,4.159347788888889
526,tt7131870,Wolf Warrior 2,Zhan lang II,2017,123.0,"Action,Drama,Thriller","nm0943104, nm0342029, nm2518711",nm3018796,,,,"nm1310583, nm8953713, nm9202914","nm8127866, nm8127867, nm3146222",Not Rated,6.0,6.2,6.0,6.1,6.0,6.1,6.0,6.0,5.2,6.0,5.9,29700000,773512274,29.7,773.512274,26.04418430976431
527,tt7137846,Breaking In,Breaking In,2018,88.0,"Action,Crime,Drama","nm0121605, nm3450051","nm0005517, nm4725344",,nm0574625,,"nm0655510, nm0359243, nm5144602","nm0257513, nm4003337",PG-13,5.3,5.9,5.4,5.3,5.3,5.1,5.2,5.9,4.7,5.4,5.3,6000000,50635850,6.0,50.63585,8.439308333333333
528,tt7153766,Unsane,Unsane,2018,98.0,"Drama,Horror,Mystery","nm0502671, nm3982894","nm2946516, nm1017334",nm10426133,nm0001752,,nm2722502,"nm0077080, nm0007079",R,6.4,6.3,6.4,6.5,6.3,6.6,6.3,6.3,5.8,6.5,6.3,1500000,14167063,1.5,14.167063,9.444708666666667
529,tt7334528,Uncle Drew,Uncle Drew,2018,103.0,"Comedy,Sport","nm4489994, nm2577076, nm0641944, nm0916357",,nm0501999,nm0831690,,"nm2125212, nm0324041",nm1062565,PG-13,5.7,6.0,5.7,5.9,5.6,5.8,5.6,6.1,4.8,5.7,5.6,19000000,43929608,19.0,43.929608,2.3120846315789474
530,tt7349662,BlacKkKlansman,BlacKkKlansman,2018,135.0,"Biography,Crime,Drama","nm0913475, nm3485845, nm0333410",nm5637553,,nm0000490,,nm0089658,"nm4478735, nm5161275, nm0932551, nm9259302",R,7.4,7.7,7.5,7.6,7.4,7.6,7.3,7.8,7.0,7.6,7.4,15000000,93411426,15.0,93.411426,6.2274284
531,tt7388562,"Paul, Apostle of Christ","Paul, Apostle of Christ",2018,108.0,"Adventure,Biography,Drama","nm0001029, nm0269077, nm0553648",nm0000695,nm0434222,nm1358366,nm0725353,nm0954679,nm3885256,PG-13,6.5,7.2,6.6,6.9,6.4,6.9,6.3,7.1,5.3,6.8,6.3,5000000,21722602,5.0,21.722602,4.3445203999999995
532,tt7401588,Instant Family,Instant Family,2018,118.0,"Comedy,Drama","nm0000242, nm4851894","nm0126284, nm5097044",nm0028787,nm1890845,,"nm2162955, nm0506100",nm1898234,PG-13,7.2,7.6,7.3,7.5,7.2,7.4,7.2,7.7,6.4,7.4,7.2,48000000,120556201,48.0,120.556201,2.5115875208333334
533,tt7424200,Teen Titans Go! To the Movies,Teen Titans Go! To the Movies,2018,84.0,"Action,Animation,Comedy","nm0996651, nm0579914, nm1146051",nm0152839,,"nm1739338, nm5715866",,,"nm0938379, nm2398585, nm0796950, nm0795975",PG,6.8,6.7,6.8,6.8,6.8,6.8,6.8,6.8,5.7,6.7,6.7,10000000,31851352,10.0,31.851352,3.1851352
534,tt7616798,A Dog's Way Home,A Dog's Way Home,2019,96.0,"Adventure,Drama,Family","nm5999355, nm0001579","nm0000171, nm3381295",nm0002217,nm0001747,,nm0689780,"nm1240326, nm0585243",PG,6.6,7.2,6.7,6.8,6.6,6.6,6.5,7.2,5.6,6.7,6.6,18000000,76074496,18.0,76.074496,4.226360888888888
535,tt7634968,What Men Want,What Men Want,2019,117.0,"Comedy,Fantasy,Romance","nm3091777, nm1553725","nm0378245, nm3968623",,nm0788202,,,"nm0326092, nm1202276, nm0404752, nm0339733, nm1944708",R,4.9,5.9,5.2,5.4,5.1,5.0,4.9,6.0,4.0,5.4,5.1,20000000,71786547,20.0,71.786547,3.58932735
536,tt7668870,Searching,Searching,2018,102.0,"Drama,Mystery,Thriller","nm0158626, nm4334711","nm0005226, nm8045046",nm3788293,nm3792134,,"nm0067457, nm5256327, nm2186596",nm3539578,PG-13,7.6,7.7,7.6,7.8,7.5,7.8,7.5,7.8,6.9,7.7,7.6,880000,75462037,0.88,75.462037,85.75231477272726
537,tt7734218,Stuber,Stuber,2019,105.0,"Action,Comedy",nm1176985,"nm2394794, nm2365811, nm2295540",nm2468967,nm0236226,,"nm0197855, nm0326246",nm2945690,R,6.1,6.3,6.2,6.2,6.1,6.2,6.1,6.2,5.6,6.1,6.1,16000000,31870226,16.0,31.870226,1.991889125
538,tt7752126,Brightburn,Brightburn,2019,90.0,"Horror,Sci-Fi","nm0219292, nm6676262, nm6561765",nm0006969,nm1558480,nm0946521,,"nm0348181, nm5651981","nm0348160, nm0348208",R,6.1,6.0,6.1,5.9,6.2,6.0,6.2,5.8,5.8,6.3,6.0,7000000,26721148,7.0,26.721148,3.817306857142857
539,tt7784604,Hereditary,Hereditary,2018,127.0,"Drama,Horror,Mystery","nm0000321, nm1842974","nm0001057, nm8412536",nm2715764,nm4170048,,"nm0289694, nm1185381, nm5052148",,R,7.3,6.9,7.3,7.5,7.2,7.6,7.2,7.1,6.8,7.5,7.1,10000000,79275328,10.0,79.275328,7.9275328
540,tt7903530,We Die Young,We Die Young,2019,92.0,Drama,"nm0000241, nm3244078, nm6413679, nm7632244",,,nm1942069,,"nm3938355, nm0224537, nm0224539, nm2013236",nm2559956,R,5.2,5.1,5.3,5.5,5.2,5.5,5.2,4.9,4.8,5.2,5.2,4000000,6012989,4.0,6.012989,1.50324725
541,tt7958736,Ma,Ma,2019,99.0,"Horror,Thriller",,"nm0818055, nm9537602, nm0000496, nm3591790",nm2179463,nm0853238,,"nm0089658, nm0635835",nm3398282,R,5.6,5.8,5.6,5.5,5.6,5.5,5.6,5.6,5.5,5.8,5.5,5000000,60473120,5.0,60.47312,12.094624
542,tt7959026,The Mule,The Mule,2018,116.0,"Crime,Drama,Thriller","nm0000142, nm8423767, nm1478076, nm3169819",,,,,"nm3709982, nm6679051, nm1664289, nm0601954","nm10095627, nm1010405",R,7.0,7.1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,50000000,174204407,50.0,174.204407,3.48408814
543,tt7961060,Dragon Ball Super: Broly,Doragon bôru chô: Burorî,2018,100.0,"Action,Adventure,Animation","nm0945290, nm0394690, nm0299192, nm0476223, nm0620333","nm0637586, nm0386752",nm1119778,nm0619110,,,nm0868066,PG,7.8,7.8,7.9,8.0,7.7,8.0,7.7,7.8,6.4,7.9,7.6,8500000,123083119,8.5,123.083119,14.48036694117647
544,tt8079248,Yesterday,Yesterday,2019,116.0,"Comedy,Fantasy,Music",nm2797744,"nm4141252, nm1620545, nm7966281",,nm0000965,,"nm0271479, nm0068925, nm0079677","nm0058539, nm0193485",PG-13,6.8,6.9,6.8,6.7,6.8,6.6,6.8,6.7,6.4,7.0,6.7,26000000,138886650,26.0,138.88665,5.3417942307692305
545,tt8085790,Little,Little,2019,109.0,"Comedy,Fantasy,Romance",nm1261997,"nm0356021, nm4793987, nm6343162",nm1184901,nm1202276,,"nm1244069, nm5144602, nm0655510",nm2002824,PG-13,5.1,5.9,5.4,5.6,5.3,5.2,5.1,5.9,4.6,5.6,5.2,20000000,48665249,20.0,48.665249,2.43326245
546,tt8108198,Andhadhun,Andhadhun,2018,139.0,"Crime,Thriller","nm4731677, nm0223521","nm0007102, nm2331000",,nm1437189,,,"nm1930518, nm4914249, nm10091335, nm9634132, nm1381758",Not Rated,8.2,8.0,8.3,8.5,8.0,8.5,8.0,8.2,6.1,8.0,8.0,4500000,65276927,4.5,65.276927,14.505983777777779
